chroma_stft,rms,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,Especie
-0.380612763,-0.362057234,0.087693402,-0.223513167,0.017964508,0.275481129,0.462624493,-0.221651157,-0.702873568,0.568266904,1.029852657,0.048646991,0.882705099,1.268687089,-0.252425281,0.667550598,-0.266697232,0.605609722,-1.598119558,0.262808266,-1.198950439,-0.43211358,-1.60622273,-0.976485566,-0.753486889,-2.589636031,Pajaro01
-0.780278295,-0.661775268,0.033965067,-0.585202119,-0.349242195,0.236191409,-0.796245864,-0.682780547,-1.93580387,-1.441101654,-1.320195094,-1.699294812,0.273886029,-0.681169919,-1.195420438,-0.7970656,-0.178269447,0.149106552,0.048540285,0.391332353,-0.106395605,0.04771275,0.212071354,0.879663698,-0.236052984,-0.363481368,Pajaro01
-1.179679731,0.841301471,-0.246136152,-1.141114621,-0.845465292,0.175734068,0.846521809,0.13776868,-0.645910751,0.717596012,0.719789592,-1.518557961,0.043980976,-0.120804262,0.028447182,-0.016837966,-0.931701254,0.15265282,0.302721453,-0.81835038,-0.321990555,-0.980108148,-0.719561026,0.576952915,0.121731964,-1.153396584,Pajaro01
-0.091834042,-0.726695774,-0.080773875,-0.255936232,-0.298827548,0.224430843,-0.113468853,0.308043007,-0.499522038,0.210659114,-0.160079642,-0.463045776,-0.032759824,-0.220239678,0.264759615,-0.259633803,-0.478127681,-0.121386501,-1.415278336,-0.340358448,-0.406738447,-0.501737797,0.333906658,0.032429511,-0.883598631,0.276580207,Pajaro01
0.044671601,-0.606116152,2.349708926,1.103360204,2.294924835,2.512620473,-0.597036471,-1.662027326,-0.578347867,-1.157226477,0.12782836,-1.501781004,0.485393435,-0.190758009,-0.175524815,0.189937415,0.11713267,0.366904001,-0.3078819,-0.401725294,-0.524035282,-0.161554339,-0.51168556,-0.485768901,-0.281700879,-0.619692675,Pajaro01
1.396921334,0.14141136,-2.042893063,-0.957843249,-2.185696964,-1.73170534,0.119963613,1.401088898,0.282948721,0.448154754,2.166718882,0.363545717,1.447109132,1.058191404,1.299092641,1.110797626,0.68389201,0.150051402,1.528917201,0.142729275,0.371890894,0.114798275,0.119564679,0.216193408,0.20814248,0.247893783,Pajaro01
0.058713909,-0.906525773,0.079388336,0.224756869,0.022325765,0.409614158,-0.205222534,0.364951582,-0.270084289,0.023709861,-0.317704637,-0.257332005,0.150324969,-0.242907751,0.200668094,-0.34915718,-0.529918166,0.774453086,-0.855224636,-0.073238065,-0.486513732,-0.960783567,-0.607889255,-0.108989694,-0.517597866,0.6941538,Pajaro01
0.561026609,0.48201702,-1.287831942,-0.55872914,-1.284267234,-0.954408236,0.912132038,1.075526946,0.522620328,1.033313257,1.130777555,0.186711074,0.532013414,0.543056912,-0.40893522,0.260895715,0.194241407,0.610179089,-0.456374394,-0.689333149,-0.535908271,-0.460516185,-0.392820316,-0.447078134,-1.07901343,-0.701912252,Pajaro01
0.792240109,-0.372648393,-0.853410902,0.139697063,-0.64601831,-0.74185385,0.700395377,0.668611704,0.149478585,0.897140121,1.197738126,0.473128207,1.160434787,0.864061882,-0.11745665,0.667420025,0.363189217,0.238526326,-0.382304073,-0.073645839,-0.080761303,-0.440999588,-0.760822516,-0.247367155,-1.165398012,-0.577877621,Pajaro01
-0.688490031,3.276910125,1.035943607,0.640266491,1.11954125,1.775789845,2.917360432,-0.103402109,-0.24405876,0.030541737,0.151621779,0.323006968,-0.838500799,1.957842144,-1.329610785,1.391039338,-1.018212831,1.7580993,-1.748479005,2.107462899,-1.168539306,0.042553826,1.029084321,-3.363879852,3.2647424,-3.611222316,Pajaro01
-0.03910214,-0.449247251,1.618592708,0.868873125,1.752419136,1.774451501,-0.504290592,-1.145725838,-0.523495701,-1.010641709,-0.193269174,-1.336257577,0.115538124,-0.481069635,-0.230697204,-0.354417653,0.241978785,0.038986146,-0.525480024,-0.177691332,-0.345081816,-0.651920695,-0.455899337,-0.512928072,-0.49883763,-0.185049699,Pajaro01
0.246186799,-0.683130676,0.863047428,0.330419935,0.938276499,0.775681217,-0.991497624,-1.214756095,-1.344918958,-0.682424248,0.495988593,-0.863224386,0.22657803,0.162919017,0.01464264,-0.431637953,0.832317524,-0.46322055,0.095595034,-0.808535347,-0.162304486,-0.617190901,-0.760359179,-0.251906955,-0.646232784,-0.318264348,Pajaro01
-0.265545733,-0.431846043,-0.341869239,0.509300963,-0.170226217,-1.110699467,0.69695447,0.242372146,-0.240889336,-0.455749807,-0.647828809,-1.538458444,-0.985242991,-0.877495127,0.060066348,-0.100310848,0.034818746,0.071625201,-0.5957147,-0.220044423,0.433161965,0.587895415,0.697709989,0.739109522,0.768132074,1.899560611,Pajaro01
0.407236502,-0.695417163,-0.821035715,-1.527012407,-1.031816111,-0.19831739,0.299803154,1.359569465,-1.210471763,0.445538138,-1.09916156,-0.079387575,0.166104507,0.772630533,-0.053900747,-0.194660023,1.221259806,-0.878299719,1.867460422,-0.931306603,0.785403561,-0.415679819,0.602355345,-0.145850058,0.224322738,-1.024290853,Pajaro02
0.399577206,-0.600706264,-0.483356502,-1.232345623,-0.6902256,0.128048965,0.541491767,1.148769346,-1.438082991,0.654338474,-1.52775815,0.618161881,-0.666114286,1.404332386,-0.304721461,0.165988898,0.992742806,-0.842653834,2.389594695,-1.695575815,1.042254666,-1.016445257,1.543009446,-1.358770714,0.887185674,-1.192065973,Pajaro02
-0.522955115,-0.814422678,-0.55940128,-1.628529851,-0.952972758,0.077525586,-0.435523859,0.794301002,-1.324014384,0.343310587,-0.060625288,0.442177411,-0.017189205,0.006390366,0.805620843,0.490515446,-0.242393238,-0.75271006,1.937240086,-1.61523492,-0.234808412,-0.895224784,0.381280137,-1.540174801,-0.192531084,-0.935337123,Pajaro02
-0.251969845,-0.753625891,-0.555862515,-1.567529048,-0.956033073,0.055307664,-0.3837618,0.60279057,-1.287563603,-0.070679129,-0.268140163,-0.204069595,-0.370231069,-0.092104264,-0.159194025,0.155033907,0.059089599,-1.060104451,1.339587752,-1.761556489,0.588790435,-0.009936398,0.322551029,-0.933986914,0.652763689,-0.747450485,Pajaro02
0.167315565,0.027837782,-0.817720829,-1.873646885,-1.163880429,-0.338587133,0.353440719,1.084503624,-0.893912361,-0.034249841,-0.64666311,-0.280939354,0.760721508,0.00020643,0.731008572,0.17588216,0.253854214,-0.075719252,1.57633027,-0.850541401,0.027330073,-0.186790411,0.461388953,-1.326860845,0.468617939,-0.873795193,Pajaro02
-0.326999349,0.648714424,-0.236377475,-1.545002306,-0.671646892,0.377648447,1.716635479,0.6433729,-1.507524196,1.020979561,-1.083441415,0.404859335,-0.623309007,0.06530747,-0.352400674,0.369284499,0.156935149,-1.130106187,1.593786869,-2.013827838,0.988007402,-1.248678908,0.899958459,-1.696414132,0.91203637,-0.495951335,Pajaro02
-0.533054956,-0.500394768,0.578820217,-0.469907403,0.189032342,0.766428724,-0.697456164,-1.046005122,-1.653485717,-1.373381373,-1.599890214,-1.392241666,-0.551471106,0.117589791,0.289525994,0.708942667,0.955108541,0.199947784,0.93150343,0.301770595,-0.753547686,0.165765229,-0.891435174,0.035229842,-1.864599722,-0.441927376,Pajaro02
-0.557197106,-0.448912595,0.273012043,-0.372999701,-0.01773709,0.34711241,-0.044292593,-0.393242878,-1.011837038,-0.897611847,-1.926896937,-2.015927267,-2.130053215,-0.614136555,-0.692975717,0.020717365,1.198453199,0.069811324,1.082879719,0.44540506,-0.183129263,0.925454664,-0.072703673,1.733634097,0.451790644,0.688458633,Pajaro02
-1.241373567,-0.210918915,1.225387053,0.258323762,1.255539372,1.163657084,0.47076228,-0.613578092,0.669642201,-0.354251595,-0.764931552,-0.299149045,-0.625299713,-0.159331387,-0.993848825,0.698414043,0.073220406,1.127851661,-1.021506615,0.746216893,-1.651151206,-0.505647693,-1.553893016,-0.667717844,-1.202713927,-1.283195821,Pajaro02
-0.804351265,0.472691155,0.286017201,-1.319958973,-0.34524644,0.637810659,0.056881563,-0.384902339,-1.29638668,-0.071427809,-1.158858284,-1.633468362,-1.008443851,-1.198445063,-0.119939801,-0.786462699,0.417979049,0.876649,0.127987652,1.577291314,1.652429934,1.405723954,3.19579964,1.600015289,1.823616286,1.473843103,Pajaro02
-0.783810358,0.338632853,0.053873561,-1.695219238,-0.737530371,0.518020051,-0.125446591,-0.148807247,-1.274632077,0.365223217,0.431828657,-0.872200176,0.165823288,0.164300058,0.6607175,0.782339834,1.101194978,0.408973097,1.052032396,0.838861574,0.538603662,0.066939082,0.012032715,-0.186217857,-0.58969958,-1.434764275,Pajaro02
-0.481685798,-0.049616714,0.112348036,-0.715223304,-0.169067758,0.602704586,0.561881211,0.483824818,-0.017408375,0.661139018,-1.047404819,0.391720785,-0.086191056,-0.200523488,-0.995146982,-0.275109031,-0.207364089,-1.222428987,-0.063283259,-0.918025249,-0.40906215,-1.367508799,-0.989227669,-0.610629879,-0.231654693,0.050160067,Pajaro02
-0.702860677,-0.661467991,0.300122826,-0.582634998,-0.116416729,0.49378583,-1.081944267,0.183705074,0.283778998,0.552611179,-0.784433987,-0.984897282,-0.05428183,0.203374358,-0.425907754,-1.032050784,-0.003700786,-0.958370753,-1.160743929,-1.080450578,-0.501053535,-0.203123978,0.216290239,-0.160493126,-0.133376874,0.705212099,Pajaro02
-0.964705309,-0.57411609,0.444341097,-0.784859484,-0.03124212,0.658616474,-1.002629253,-0.27185313,-0.538030764,-0.227776081,-1.640909949,-1.912705024,-0.979798272,-1.974802977,-1.573071999,-2.119279833,-1.475520798,-1.850212845,-0.926145368,-0.872157439,-1.925754669,-1.053709753,-0.880938708,-1.183295209,-0.36435046,0.588224806,Pajaro02
-0.989469535,-0.58539486,0.11527275,-0.860569673,-0.444434067,0.395159328,-0.922103243,0.443598928,0.099574874,0.239991054,-0.87487482,-0.824852746,-0.414582027,-0.891208495,-0.851090466,-1.92876967,0.22955537,-0.844815323,-0.444132258,-0.511447134,-0.213413546,0.13720222,-0.758575282,0.241708187,0.8311927,-0.021296714,Pajaro02
-0.730614773,0.20024589,-0.349491368,-0.673368465,-0.806492751,-0.206614425,-0.335623261,0.725067082,0.303932378,-0.470371571,-0.169815795,-0.564894857,-0.285324191,-0.179801592,-0.462536727,-0.643323401,-0.053568281,-0.930882088,0.036982165,-0.754723373,-1.036192648,-0.185160115,-0.742038722,-0.183871911,0.057777653,-1.234180397,Pajaro02
0.416326901,-0.462173412,-1.023165186,0.292551716,-0.80937341,-1.156171567,-0.28824189,0.788567369,0.765534392,0.79459725,0.436307799,0.847421482,0.612640224,0.663212645,0.916597097,0.686692929,0.627675929,0.680199065,0.364143599,0.069251017,-0.010576738,0.394166636,-0.228387,0.502084613,-0.029086837,0.608025273,Pajaro02
0.588344756,0.076420326,-0.848687096,0.304003409,-0.651370763,-0.562691326,1.77601623,1.216169407,0.229817277,-0.685118268,-0.167783266,0.018224815,0.57075045,0.034930633,-0.604176457,0.770019693,-0.602505245,-0.354567655,-0.076100666,-0.217758305,-1.2596256,-0.584217477,-1.158980599,-0.446602672,-0.685041293,-0.244427091,Pajaro02
-1.233215178,0.494814008,0.867905856,-0.706628286,0.41476457,0.682977159,-0.551419685,-3.367791984,-1.314528157,1.977497784,1.601332267,-2.034880644,-2.125259171,1.038882079,2.646759792,0.070039643,-3.332322597,-0.903813276,2.970058389,0.745720331,-3.463245552,-2.272256111,1.540703383,2.47351694,-2.571202154,-2.581539513,Pajaro02
-0.685919363,-0.654908201,0.828915632,-0.312147779,0.436007114,0.823981053,-1.234672505,-2.999441984,-2.400636293,0.245460835,2.62154873,1.144900576,-1.012145458,-2.428616864,-1.591369237,1.451882619,2.588002467,0.569627058,-2.41376095,-2.757181867,-0.514791932,1.814361646,1.191017692,-0.505557222,-3.240762041,-1.302819465,Pajaro02
-0.889877032,0.354001908,-0.328967375,-1.439568943,-0.978508415,0.083497198,-0.167788512,0.129579217,-1.396959311,-0.648054019,-0.154859579,-1.554990118,-0.085740143,-0.207795647,-0.492167742,-1.423927288,-1.150449746,-2.161060562,-0.065206471,-0.459615728,-1.610336939,-1.320489409,-0.251005878,-2.345518271,-0.527385928,0.272194511,Pajaro02
0.413118781,-0.610733113,0.132793619,0.641158639,0.459269217,0.220415811,1.116438032,0.366822895,-0.250669944,-0.297045334,-0.802872712,-0.604124929,-0.819888239,-0.263527297,-2.003891906,0.159188381,-1.514107151,-0.037252109,-1.881902601,-0.107769493,-2.664689823,0.36577192,-2.166596694,0.626793052,-2.325584198,0.592805376,Pajaro02
-0.803195506,0.299861417,0.215235153,-1.147562714,-0.451583059,0.530497219,0.099740888,-0.014768512,-0.008821074,1.644160941,0.160210067,0.158238981,0.616856486,0.456308164,1.036173162,0.029367942,1.088273476,0.017881473,0.369388342,0.440358771,-0.35327864,0.449493302,0.217233721,-0.184898802,0.929751383,-0.968176952,Pajaro02
-1.132605549,-0.244679276,0.330419306,-1.770042025,-0.510930848,0.606435097,-2.021026728,-1.231041029,-0.140403023,1.185074162,0.351402966,0.209752956,0.455506527,-0.0462107,0.528079889,0.32737715,0.867632928,-0.657477262,-0.153808194,0.245438043,-0.068537243,-0.15100275,-0.379232403,-0.893999001,0.849911712,-1.12516841,Pajaro02
-0.180728246,0.90743902,-0.115097602,-0.377079536,-0.35770452,0.064356418,0.65641298,0.45297355,0.160663512,-0.108530885,-0.4409757,-0.272129734,0.551302457,-0.045290597,0.662713476,0.589655268,0.024936882,0.320767222,0.340552486,0.004405395,0.521346675,-0.932158178,0.334704037,-0.300383121,-0.601274426,0.146641629,Pajaro02
-0.087507231,-0.334240304,0.811619054,0.394436441,0.672890283,0.923380353,0.795957896,-0.696730305,-0.744864242,-1.330431677,-1.87400151,0.344479359,0.810406875,2.129988518,2.998781895,2.752640178,2.933308985,1.27744295,0.468721449,-0.419170023,-1.921362311,-0.457280698,-2.082689616,-0.382486986,0.32091181,0.622812568,Pajaro02
0.532496704,-0.855632308,-0.315792073,1.121325286,0.227992493,-0.330258486,-0.815629921,0.682709487,1.155574888,0.294275255,-0.054385887,0.006062085,0.264319285,-0.293237536,0.053719685,-0.121668065,0.352953952,0.551885633,0.147005365,0.467703705,-0.461430037,-0.189078057,-0.236132667,-0.443864448,-0.929278927,0.602026928,Pajaro02
-0.707070815,-0.114683472,0.793553257,-0.904272853,0.137019394,1.091460257,-0.397050633,-0.657702552,-0.278769474,0.723981773,-0.136417434,0.254753125,-0.120686556,-0.036524701,-0.865473262,0.214260417,0.82896605,-0.692148557,1.67599257,0.079885916,0.508787564,0.208359775,0.429784345,0.711951757,-0.784538703,0.32282243,Pajaro02
-1.144855476,-0.930533443,1.430378197,0.776246182,1.326917789,1.647407132,-1.144862303,-0.358147489,0.665185858,-0.069533243,-0.020165503,0.302746181,0.057853015,0.309916852,-0.457894609,-0.496363257,-0.203427732,-0.69306169,-1.079272005,0.216320824,-1.533114536,-0.646033747,-0.505402669,-0.784107046,-0.322420962,-0.564618983,Pajaro02
-0.214552132,0.265593583,-0.176600023,-0.371729716,-0.383364076,-0.437080153,0.324804596,0.395660864,0.465658676,0.62819183,-0.598692382,0.101226741,0.181286583,-0.069746079,-0.111207899,0.053025079,0.892233568,0.626761955,0.45427558,1.279160015,0.558285289,0.921064476,1.505150855,0.808802899,1.530510847,2.004433457,Pajaro02
-0.367072283,0.214038127,-0.12271881,-0.54895894,-0.373563638,-0.099697915,0.25530741,0.281719654,0.145428785,0.75813228,0.048805216,0.026492101,0.853979576,0.633935622,0.885875703,-0.262294341,0.816192631,-0.082699736,0.279137858,0.780229618,-1.049949791,0.806601174,-0.047094829,-0.39741884,0.087142927,-0.850783898,Pajaro02
-0.630504504,-0.669257339,0.89213005,-1.244291057,0.155424643,1.125417673,-1.642586505,-1.954330687,-1.769510753,0.128830727,-0.34646297,0.973682011,0.249890162,-0.954897855,-0.110950175,0.953033504,0.466727206,-0.850740118,-0.719606756,-0.185725038,-0.856426471,-1.163906953,0.091324504,-0.186430111,-0.831735017,-0.100122584,Pajaro02
-0.812003699,-0.635986108,-0.33121993,-0.301356506,-0.439583407,-0.118462846,-1.02809061,0.563681673,0.592709872,0.91681318,0.47357678,0.029948719,0.328117297,-0.587922988,-0.561578013,-0.898602923,-0.426734555,-1.256685859,-0.784919143,-0.317730152,0.115871644,-0.545538467,0.607776301,-0.521371498,-1.574328006,-1.49921381,Pajaro02
